Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,ChangeCompanyRate,Satisfaction
50.0,No,Travel_Rarely,6,4,Life Sciences,Female,Manufacturing Director,Married,19517.0,No,11,3.0,1,10,3.0,3,2.090909090909091,13
58.0,No,Travel_Rarely,1,2,Life Sciences,Male,Healthcare Representative,Single,2479.0,No,12,4.0,0,4,4.0,3,1.2,11
25.0,No,Travel_Rarely,17,2,Other,Male,Laboratory Technician,Married,3669.0,No,21,3.0,1,1,3.0,0,1.5,15
37.0,No,Travel_Rarely,16,4,Medical,Female,Manufacturing Director,Divorced,5775.0,Yes,19,3.0,0,20,2.0,10,1.0476190476190477,17
37.0,No,Travel_Rarely,9,5,Medical,Male,Laboratory Technician,Divorced,4941.0,Yes,13,3.0,1,10,3.0,7,3.090909090909091,15
52.0,No,Non-Travel,3,2,Other,Male,Sales Executive,Married,19068.0,No,21,3.0,1,4,2.0,2,0.2,10
31.0,No,Non-Travel,1,5,Life Sciences,Female,Research Scientist,Married,6932.0,No,12,3.0,1,10,2.0,9,1.0909090909090908,15
36.0,No,Travel_Rarely,1,4,Life Sciences,Male,Manager,Divorced,2143.0,No,11,3.0,1,22,3.0,7,2.0434782608695654,9
55.0,No,Travel_Rarely,6,3,Medical,Female,Sales Executive,Married,3537.0,No,11,3.0,1,11,3.0,6,2.0833333333333335,15
38.0,No,Travel_Rarely,7,4,Life Sciences,Male,Manufacturing Director,Married,5986.83193277311,No,17,3.0,1,9,2.0,2,4.1,15
27.0,No,Travel_Rarely,16,1,Life Sciences,Male,Research Scientist,Married,2517.0,No,12,3.0,1,10,2.0,0,1.0909090909090908,13
35.0,No,Non-Travel,2,1,Medical,Female,Manufacturing Director,Single,4148.0,Yes,18,3.0,0,16,3.0,2,5.0588235294117645,12
42.0,No,Travel_Frequently,9,4,Life Sciences,Male,Laboratory Technician,Divorced,9228.730569948186,No,20,3.0,2,5,3.0,3,1.1666666666666667,12
35.0,Yes,Non-Travel,14,4,Other,Male,Laboratory Technician,Divorced,5762.0,Yes,24,3.0,1,5,6.0,2,1.1666666666666667,12
44.0,No,Travel_Frequently,19,3,Life Sciences,Female,Manufacturing Director,Married,2342.0,No,17,3.0,3,9,2.0,3,3.1,12
30.0,No,Travel_Rarely,2,4,Life Sciences,Female,Manufacturing Director,Single,11916.0,Yes,12,3.0,0,17,2.0,7,6.055555555555555,13
32.0,Yes,Travel_Rarely,24,3,Life Sciences,Female,Laboratory Technician,Single,10422.0,Yes,14,3.0,0,6,3.0,2,5.142857142857143,13
37.0,Yes,Travel_Rarely,7,1,Marketing,Female,Sales Representative,Single,5986.83193277311,No,13,3.0,0,1,3.0,0,1.5,12
38.0,Yes,Travel_Rarely,12,3,Life Sciences,Female,Sales Representative,Single,5343.0,No,15,3.0,0,1,3.0,0,1.5,16
37.0,No,Travel_Rarely,16,2,Medical,Female,Laboratory Technician,Divorced,2115.0,Yes,13,3.0,2,1,3.0,0,1.5,16
33.0,Yes,Non-Travel,6,4,Life Sciences,Female,Sales Executive,Married,5147.0,Yes,18,3.0,0,12,2.0,7,4.076923076923077,10
33.0,No,Travel_Rarely,4,1,Marketing,Male,Sales Executive,Married,2500.0,No,12,3.0,0,5,2.0,2,1.1666666666666667,11
45.0,No,Non-Travel,3,4,Marketing,Male,Sales Executive,Single,4385.0,Yes,16,3.0,0,15,2.0,4,3.0625,13
48.0,No,Travel_Frequently,14,3,Medical,Female,Research Scientist,Single,17174.0,No,16,3.0,0,0,3.0,0,2.0,12
